Nama_Produk,Akun,Ulasan,Rate,normalized_Ulasan,cleaned_Ulasan,tokenized_Ulasan,stemmed_Ulasan,final_Ulasan,Sentiment
Oppo A18,H,"mantap bosque, barang sesuai",5.0,"mantap bosque, barang sesuai",mantap bosque barang sesuai,"['mantap', 'bosque', 'barang', 'sesuai']","['mantap', 'bosque', 'barang', 'sesuai']","['mantap', 'barang', 'sesuai']",Positif
Oppo A18,L***f,barang masih segel,5.0,barang masih segel,barang masih segel,"['barang', 'masih', 'segel']","['barang', 'masih', 'segel']","['barang', 'segel']",Positif
Oppo A18,Iman,"barang baru, segel, sesuai pesanan. semoga awet tahan lama ngrejekeni",5.0,"Barang Baru, Segel, Sesuai Pesanan. Semoga Awet Tahan Lama Ngrejekeni",barang baru segel sesuai pesanan semoga awet tahan lama ngrejekeni,"['barang', 'baru', 'segel', 'sesuai', 'pesanan', 'semoga', 'awet', 'tahan', 'lama', 'ngrejekeni']","['barang', 'baru', 'segel', 'sesuai', 'pesan', 'moga', 'awet', 'tahan', 'lama', 'ngrejekeni']","['barang', 'segel', 'sesuai', 'pesan', 'moga', 'awet', 'tahan', 'ngrejekeni']",Positif
Oppo A18,Rohmandi,sesuai deskripsi,5.0,sesuai deskripsi,sesuai deskripsi,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']",Positif
Oppo A18,Suhaedi,pelayanan ok. pengiriman ok. kemana. juga bagus. semoga awet.,5.0,pelayanan ok. pengiriman ok. kemana. juga bagus. semoga awet.,pelayanan ok pengiriman ok kemana juga bagus semoga awet,"['pelayanan', 'ok', 'pengiriman', 'ok', 'kemana', 'juga', 'bagus', 'semoga', 'awet']","['layan', 'ok', 'kirim', 'ok', 'mana', 'juga', 'bagus', 'moga', 'awet']","['layan', 'kirim', 'bagus', 'moga', 'awet']",Positif
Oppo A18,Olink,mantap👍 terima kasih🙏,5.0,Mantap👍 Terima kasih🙏,mantap terima kasih,"['mantap', 'terima', 'kasih']","['mantap', 'terima', 'kasih']","['mantap', 'terima', 'kasih']",Positif
Oppo A18,a***a,"berfungsi dengan baik, barang kriginal bergaransi",5.0,"Berfungsi dengan baik, barang Kriginal bergaransi",berfungsi dengan baik barang kriginal bergaransi,"['berfungsi', 'dengan', 'baik', 'barang', 'kriginal', 'bergaransi']","['fungsi', 'dengan', 'baik', 'barang', 'kriginal', 'garansi']","['fungsi', 'barang', 'kriginal', 'garansi']",Positif
Oppo A18,HABIBI,"hp oppo a18 sudah sampai dengan aman dan sesuai pesanan, fast respon, fast delivery, pelayanan toko sangat baik, terimakasih",5.0,"Hp oppo A18 sudah sampai dengan aman dan sesuai pesanan, fast respon, fast delivery, pelayanan toko sangat baik, terima kasih",hp oppo a sudah sampai dengan aman dan sesuai pesanan fast respon fast delivery pelayanan toko sangat baik terima kasih,"['hp', 'oppo', 'a', 'sudah', 'sampai', 'dengan', 'aman', 'dan', 'sesuai', 'pesanan', 'fast', 'respon', 'fast', 'delivery', 'pelayanan', 'toko', 'sangat', 'baik', 'terima', 'kasih']","['hp', 'oppo', 'a', 'sudah', 'sampai', 'dengan', 'aman', 'dan', 'sesuai', 'pesan', 'fast', 'respon', 'fast', 'delivery', 'layan', 'toko', 'sangat', 'baik', 'terima', 'kasih']","['hp', 'oppo', 'a', 'aman', 'sesuai', 'pesan', 'fast', 'respon', 'fast', 'layan', 'toko', 'terima', 'kasih']",Positif
Oppo A18,F***i,"barang sesuai, respon seller cepat, packing aman, trima kasih.",5.0,"Barang sesuai, respon seller cepat, packing aman, trima kasih.",barang sesuai respon seller cepat packing aman trima kasih,"['barang', 'sesuai', 'respon', 'seller', 'cepat', 'packing', 'aman', 'trima', 'kasih']","['barang', 'sesuai', 'respon', 'seller', 'cepat', 'packing', 'aman', 'trima', 'kasih']","['barang', 'sesuai', 'respon', 'seller', 'cepat', 'aman', 'trima', 'kasih']",Positif
Oppo A18,Susian,"penjualan tipu tipu jual barang hp bekas di jadi baru,, hp udah gak bergaransi lagi,, mau kita balikin/ retur,, kita yg di ribetin,, dengan alasan gak jelas,, antigores sengaja di lepasin,, hp udah baret dan penyok",1.0,"penjualan tipu tipu jual barang HP bekas di jadi baru,, hp udah gak bergaransi lagi,, mau kita balikin/ retur,, kita yg di ribetin,, dengan alasan gak jelas,, antigores sengaja di lepasin,, hp udah baret dan penyok",penjualan tipu tipu jual barang hp bekas di jadi baru hp udah gak bergaransi lagi mau kita balikin retur kita yg di ribetin dengan alasan gak jelas antigores sengaja di lepasin hp udah baret dan penyok,"['penjualan', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'di', 'jadi', 'baru', 'hp', 'udah', 'gak', 'bergaransi', 'lagi', 'mau', 'kita', 'balikin', 'retur', 'kita', 'yg', 'di', 'ribetin', 'dengan', 'alasan', 'gak', 'jelas', 'antigores', 'sengaja', 'di', 'lepasin', 'hp', 'udah', 'baret', 'dan', 'penyok']","['jual', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'di', 'jadi', 'baru', 'hp', 'udah', 'gak', 'garansi', 'lagi', 'mau', 'kita', 'balikin', 'retur', 'kita', 'yg', 'di', 'ribetin', 'dengan', 'alas', 'gak', 'jelas', 'antigores', 'sengaja', 'di', 'lepasin', 'hp', 'udah', 'baret', 'dan', 'penyok']","['jual', 'tipu', 'tipu', 'jual', 'barang', 'hp', 'bekas', 'hp', 'udah', 'garansi', 'balikin', 'retur', 'ribetin', 'alas', 'antigores', 'sengaja', 'lepasin', 'hp', 'udah', 'baret', 'penyok']",Negatif
Oppo A18,F***l,"barangnya original, segel, dan sesuai dg pesanan. minta request nota sama goodie bag ga dikasih. saran aja kalo emang request gabisa dipenuhi tolong konfirmasi ke pembeli.",3.0,"Barangnya original, segel, dan sesuai dg pesanan. Minta request nota sama goodie bag ga dikasih. Saran aja kalo emang request gabisa dipenuhi tolong konfirmasi ke pembeli.",barangnya original segel dan sesuai dg pesanan minta request nota sama goodie bag ga dikasih saran aja kalo emang request gabisa dipenuhi tolong konfirmasi ke pembeli,"['barangnya', 'original', 'segel', 'dan', 'sesuai', 'dg', 'pesanan', 'minta', 'request', 'nota', 'sama', 'goodie', 'bag', 'ga', 'dikasih', 'saran', 'aja', 'kalo', 'emang', 'request', 'gabisa', 'dipenuhi', 'tolong', 'konfirmasi', 'ke', 'pembeli']","['barang', 'original', 'segel', 'dan', 'sesuai', 'dg', 'pesan', 'minta', 'request', 'nota', 'sama', 'goodie', 'bag', 'ga', 'kasih', 'saran', 'aja', 'kalo', 'emang', 'request', 'gabisa', 'penuh', 'tolong', 'konfirmasi', 'ke', 'beli']","['barang', 'original', 'segel', 'sesuai', 'dg', 'pesan', 'request', 'nota', 'goodie', 'bag', 'ga', 'kasih', 'saran', 'aja', 'kalo', 'emang', 'request', 'gabisa', 'penuh', 'tolong', 'konfirmasi', 'beli']",Netral
Oppo A18,S***N,"toped kurir rekom nya jangan jne,lamaaaaaaaaaaa,pakai jnt/lex",3.0,"toped kurir rekom nya jangan JNE,lamaaaaaaaaaaa,pakai jnt/lex",toped kurir rekom nya jangan jnelamaaaaaaaaaaapakai jntlex,"['toped', 'kurir', 'rekom', 'nya', 'jangan', 'jnelamaaaaaaaaaaapakai', 'jntlex']","['toped', 'kurir', 'rekom', 'nya', 'jangan', 'jnelamaaaaaaaaaaapakai', 'jntlex']","['toped', 'kurir', 'rekom', 'jnelamaaaaaaaaaaapakai', 'jntlex']",Netral
Oppo A18,opet,ok,3.0,ok,ok,['ok'],['ok'],[],Netral
Oppo A18,Rizal,2x beli disini mudah2han awet barangnya,4.0,2X beli disini mudah2han awet barangnya,x beli disini mudahhan awet barangnya,"['x', 'beli', 'disini', 'mudahhan', 'awet', 'barangnya']","['x', 'beli', 'sini', 'mudahhan', 'awet', 'barang']","['beli', 'mudahhan', 'awet', 'barang']",Positif
Oppo A18,Tati,puas layanannya. barang nya oke sesuai dengan deskripsi nyampenya pun dengan aman paket susah di buka babel wrapnya tebel banget. sukses terus buat seller,5.0,puas layanannya. barang nya oke sesuai dengan deskripsi nyampenya pun dengan aman paket susah di buka babel wrapnya tebel banget. sukses terus buat seller,puas layanannya barang nya oke sesuai dengan deskripsi nyampenya pun dengan aman paket susah di buka babel wrapnya tebel banget sukses terus buat seller,"['puas', 'layanannya', 'barang', 'nya', 'oke', 'sesuai', 'dengan', 'deskripsi', 'nyampenya', 'pun', 'dengan', 'aman', 'paket', 'susah', 'di', 'buka', 'babel', 'wrapnya', 'tebel', 'banget', 'sukses', 'terus', 'buat', 'seller']","['puas', 'layan', 'barang', 'nya', 'oke', 'sesuai', 'dengan', 'deskripsi', 'nyampenya', 'pun', 'dengan', 'aman', 'paket', 'susah', 'di', 'buka', 'babel', 'wrapnya', 'tebel', 'banget', 'sukses', 'terus', 'buat', 'seller']","['puas', 'layan', 'barang', 'sesuai', 'deskripsi', 'nyampenya', 'aman', 'paket', 'susah', 'buka', 'babel', 'wrapnya', 'tebel', 'banget', 'sukses', 'seller']",Positif
OPPO Find N3 Flip,Lyzzyp,so far so good ya uda paket sekitar 3-4 bulan lumayan oke fiturnya paling mantap itu kamera bisa selfie pakai kamera belakang yg jelas hasilnya lebih memuaskan tingkatkan terus oppo💪🏻,5.0,So far so good ya Uda paket sekitar 3-4 bulan Lumayan oke Fiturnya paling mantap itu kamera Bisa selfie pakai kamera belakang yg jelas hasilnya lebih memuaskan Tingkatkan terus oppo💪🏻,so far so good ya uda paket sekitar  bulan lumayan oke fiturnya paling mantap itu kamera bisa selfie pakai kamera belakang yg jelas hasilnya lebih memuaskan tingkatkan terus oppo,"['so', 'far', 'so', 'good', 'ya', 'uda', 'paket', 'sekitar', 'bulan', 'lumayan', 'oke', 'fiturnya', 'paling', 'mantap', 'itu', 'kamera', 'bisa', 'selfie', 'pakai', 'kamera', 'belakang', 'yg', 'jelas', 'hasilnya', 'lebih', 'memuaskan', 'tingkatkan', 'terus', 'oppo']","['so', 'far', 'so', 'good', 'ya', 'uda', 'paket', 'sekitar', 'bulan', 'lumayan', 'oke', 'fiturnya', 'paling', 'mantap', 'itu', 'kamera', 'bisa', 'selfie', 'pakai', 'kamera', 'belakang', 'yg', 'jelas', 'hasil', 'lebih', 'muas', 'tingkat', 'terus', 'oppo']","['so', 'far', 'so', 'good', 'uda', 'paket', 'lumayan', 'fiturnya', 'mantap', 'kamera', 'selfie', 'pakai', 'kamera', 'hasil', 'tingkat', 'oppo']",Positif
OPPO Find N3 Flip,R***d,barang diterima dengan baik. aman 👍🏻. terima kasih,5.0,Barang diterima dengan baik. Aman 👍🏻. Terima kasih,barang diterima dengan baik aman  terima kasih,"['barang', 'diterima', 'dengan', 'baik', 'aman', 'terima', 'kasih']","['barang', 'terima', 'dengan', 'baik', 'aman', 'terima', 'kasih']","['barang', 'terima', 'aman', 'terima', 'kasih']",Positif
OPPO Find N3 Flip,mm,not as small as i thought😂 and kan not return,4.0,not as small as I thought😂 and kan not return,not as small as i thought and kan not return,"['not', 'as', 'small', 'as', 'i', 'thought', 'and', 'kan', 'not', 'return']","['not', 'as', 'small', 'as', 'i', 'thought', 'and', 'kan', 'not', 'return']","['not', 'as', 'small', 'as', 'i', 'thought', 'and', 'not', 'return']",Positif
OPPO Find N3 Flip,Aditya,sesuai keinginan. mantab,5.0,sesuai keinginan. mantap,sesuai keinginan mantap,"['sesuai', 'keinginan', 'mantap']","['sesuai', 'ingin', 'mantap']","['sesuai', 'mantap']",Positif
OPPO Find N3 Flip,Ryandi,kualitas bagus,5.0,kualitas bagus,kualitas bagus,"['kualitas', 'bagus']","['kualitas', 'bagus']","['kualitas', 'bagus']",Positif
OPPO Find N3 Flip,Adhem,"adminnya fast respon, dpt 1 case ekslusif diluar box jg",5.0,"adminnya fast respon, dapat 1 case ekslusif diluar box juga",adminnya fast respon dapat  case ekslusif diluar box juga,"['adminnya', 'fast', 'respon', 'dapat', 'case', 'ekslusif', 'diluar', 'box', 'juga']","['adminnya', 'fast', 'respon', 'dapat', 'case', 'ekslusif', 'luar', 'box', 'juga']","['adminnya', 'fast', 'respon', 'case', 'ekslusif', 'box']",Positif
OPPO Find N3 Flip,F***x,mantapp.. saya beli ini setelah nonton review dari om jagatreview dan putu reza. sudah pakai selama 1 minggu dan experience bener2 menarik. compactnya dpt. flagshipnya juga dapet. thanks oppo barangnya original 👍 ada garansi resmi kelengkapan sesuai warna sesuai pesanan berfungsi dengan baik,5.0,mantapp.. saya beli ini setelah nonton review dari Om Jagatreview dan Putu Reza. sudah pakai selama 1 minggu dan experience bener2 menarik. compactnya dpt. flagshipnya juga dapet. thanks oppo Barangnya original 👍 Ada garansi resmi Kelengkapan sesuai Warna sesuai pesanan Berfungsi dengan baik,mantapp saya beli ini setelah nonton review dari om jagatreview dan putu reza sudah pakai selama  minggu dan experience bener menarik compactnya dpt flagshipnya juga dapet thanks oppo barangnya original  ada garansi resmi kelengkapan sesuai warna sesuai pesanan berfungsi dengan baik,"['mantapp', 'saya', 'beli', 'ini', 'setelah', 'nonton', 'review', 'dari', 'om', 'jagatreview', 'dan', 'putu', 'reza', 'sudah', 'pakai', 'selama', 'minggu', 'dan', 'experience', 'bener', 'menarik', 'compactnya', 'dpt', 'flagshipnya', 'juga', 'dapet', 'thanks', 'oppo', 'barangnya', 'original', 'ada', 'garansi', 'resmi', 'kelengkapan', 'sesuai', 'warna', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik']","['mantapp', 'saya', 'beli', 'ini', 'telah', 'nonton', 'review', 'dari', 'om', 'jagatreview', 'dan', 'putu', 'reza', 'sudah', 'pakai', 'lama', 'minggu', 'dan', 'experience', 'bener', 'tarik', 'compactnya', 'dpt', 'flagshipnya', 'juga', 'dapet', 'thanks', 'oppo', 'barang', 'original', 'ada', 'garansi', 'resmi', 'lengkap', 'sesuai', 'warna', 'sesuai', 'pesan', 'fungsi', 'dengan', 'baik']","['mantapp', 'beli', 'nonton', 'review', 'om', 'jagatreview', 'putu', 'reza', 'pakai', 'minggu', 'experience', 'bener', 'tarik', 'compactnya', 'dpt', 'flagshipnya', 'dapet', 'oppo', 'barang', 'original', 'garansi', 'resmi', 'lengkap', 'sesuai', 'warna', 'sesuai', 'pesan', 'fungsi']",Positif
OPPO Find N3 Flip,S***o,"barang oke, tidak ada lecet . mulus. kualitas smartphone bagus, pelayanan memuaskan , cepat sampai nya",5.0,"barang oke, tidak ada lecet . mulus. kualitas smartphone bagus, pelayanan memuaskan , cepat sampai nya",barang oke tidak ada lecet  mulus kualitas smartphone bagus pelayanan memuaskan  cepat sampai nya,"['barang', 'oke', 'tidak', 'ada', 'lecet', 'mulus', 'kualitas', 'smartphone', 'bagus', 'pelayanan', 'memuaskan', 'cepat', 'sampai', 'nya']","['barang', 'oke', 'tidak', 'ada', 'lecet', 'mulus', 'kualitas', 'smartphone', 'bagus', 'layan', 'muas', 'cepat', 'sampai', 'nya']","['barang', 'lecet', 'mulus', 'kualitas', 'smartphone', 'bagus', 'layan', 'cepat']",Positif
OPPO Find N3 Flip,Lauw,barangnya ok banget mantab,5.0,barangnya ok banget mantap,barangnya ok banget mantap,"['barangnya', 'ok', 'banget', 'mantap']","['barang', 'ok', 'banget', 'mantap']","['barang', 'banget', 'mantap']",Positif
OPPO A3 Pro 5G,Wahyudi,"packing rapi, respon cepat, sesuai deskripsi dan semoga awet",5.0,"Packing rapi, respon cepat, sesuai deskripsi dan semoga awet",packing rapi respon cepat sesuai deskripsi dan semoga awet,"['packing', 'rapi', 'respon', 'cepat', 'sesuai', 'deskripsi', 'dan', 'semoga', 'awet']","['packing', 'rapi', 'respon', 'cepat', 'sesuai', 'deskripsi', 'dan', 'moga', 'awet']","['rapi', 'respon', 'cepat', 'sesuai', 'deskripsi', 'moga', 'awet']",Positif
OPPO A3 Pro 5G,D***e,"delivery cepat, barang terbungkus dan terproteksi dengan baik, barang sesuai deskripsi, ori dan bergaransi, sudah langganan 👍🏻",5.0,"Delivery cepat, barang terbungkus dan terproteksi dengan baik, barang sesuai deskripsi, original dan bergaransi, sudah langganan 👍🏻",delivery cepat barang terbungkus dan terproteksi dengan baik barang sesuai deskripsi original dan bergaransi sudah langganan ,"['delivery', 'cepat', 'barang', 'terbungkus', 'dan', 'terproteksi', 'dengan', 'baik', 'barang', 'sesuai', 'deskripsi', 'original', 'dan', 'bergaransi', 'sudah', 'langganan']","['delivery', 'cepat', 'barang', 'bungkus', 'dan', 'proteksi', 'dengan', 'baik', 'barang', 'sesuai', 'deskripsi', 'original', 'dan', 'garansi', 'sudah', 'langgan']","['cepat', 'barang', 'bungkus', 'proteksi', 'barang', 'sesuai', 'deskripsi', 'original', 'garansi', 'langgan']",Positif
OPPO A3 Pro 5G,A***d,hp nya sih mantap. respon expedisi yg gk memuaskan.,5.0,HP nya sih mantap. respon expedisi yg gk memuaskan.,hp nya sih mantap respon expedisi yg gk memuaskan,"['hp', 'nya', 'sih', 'mantap', 'respon', 'expedisi', 'yg', 'gk', 'memuaskan']","['hp', 'nya', 'sih', 'mantap', 'respon', 'expedisi', 'yg', 'gk', 'muas']","['hp', 'sih', 'mantap', 'respon']",Positif
OPPO A3 Pro 5G,s***y,semoga awet dan tahan bantinggggggg,5.0,semoga awet dan tahan bantinggggggg,semoga awet dan tahan bantinggggggg,"['semoga', 'awet', 'dan', 'tahan', 'bantinggggggg']","['moga', 'awet', 'dan', 'tahan', 'bantinggggggg']","['moga', 'awet', 'tahan', 'bantinggggggg']",Positif
OPPO A3 Pro 5G,indra,mantap banget reseller nya fast respon hanya satu yg kurang packing kurang safety tipis banget hehee tp semua oklah barang ori sesuai pesanan dan buat abang kurir sangat cepat mantap banget 💯 jempol buat semuanya,5.0,mantap banget reseller nya fast respon hanya satu yg kurang packing kurang safety tipis banget hehee tapi semua oklah barang original sesuai pesanan dan buat abang kurir sangat cepat mantap banget 💯 jempol buat semuanya,mantap banget reseller nya fast respon hanya satu yg kurang packing kurang safety tipis banget hehee tapi semua oklah barang original sesuai pesanan dan buat abang kurir sangat cepat mantap banget  jempol buat semuanya,"['mantap', 'banget', 'reseller', 'nya', 'fast', 'respon', 'hanya', 'satu', 'yg', 'kurang', 'packing', 'kurang', 'safety', 'tipis', 'banget', 'hehee', 'tapi', 'semua', 'oklah', 'barang', 'original', 'sesuai', 'pesanan', 'dan', 'buat', 'abang', 'kurir', 'sangat', 'cepat', 'mantap', 'banget', 'jempol', 'buat', 'semuanya']","['mantap', 'banget', 'reseller', 'nya', 'fast', 'respon', 'hanya', 'satu', 'yg', 'kurang', 'packing', 'kurang', 'safety', 'tipis', 'banget', 'hehee', 'tapi', 'semua', 'oklah', 'barang', 'original', 'sesuai', 'pesan', 'dan', 'buat', 'abang', 'kurir', 'sangat', 'cepat', 'mantap', 'banget', 'jempol', 'buat', 'semua']","['mantap', 'banget', 'reseller', 'fast', 'respon', 'safety', 'tipis', 'banget', 'barang', 'original', 'sesuai', 'pesan', 'abang', 'kurir', 'cepat', 'mantap', 'banget', 'jempol']",Positif
OPPO A3 Pro 5G,A***a,"barang masi segel, packing aman, pengiriman cepat, sempat ada kendala pas mau daftarin hp biar berpungsi, dan admin nya cepet respon nya. yg mau beli disini jangan ragu",5.0,"barang masi segel, packing aman, pengiriman cepat, sempat ada kendala pas mau daftarin hp biar berpungsi, dan admin nya cepet respon nya. yg mau beli disini jangan ragu",barang masi segel packing aman pengiriman cepat sempat ada kendala pas mau daftarin hp biar berpungsi dan admin nya cepet respon nya yg mau beli disini jangan ragu,"['barang', 'masi', 'segel', 'packing', 'aman', 'pengiriman', 'cepat', 'sempat', 'ada', 'kendala', 'pas', 'mau', 'daftarin', 'hp', 'biar', 'berpungsi', 'dan', 'admin', 'nya', 'cepet', 'respon', 'nya', 'yg', 'mau', 'beli', 'disini', 'jangan', 'ragu']","['barang', 'mas', 'segel', 'packing', 'aman', 'kirim', 'cepat', 'sempat', 'ada', 'kendala', 'pas', 'mau', 'daftarin', 'hp', 'biar', 'pungsi', 'dan', 'admin', 'nya', 'cepet', 'respon', 'nya', 'yg', 'mau', 'beli', 'sini', 'jangan', 'ragu']","['barang', 'mas', 'segel', 'aman', 'kirim', 'cepat', 'kendala', 'pas', 'daftarin', 'hp', 'biar', 'pungsi', 'admin', 'cepet', 'respon', 'beli', 'ragu']",Positif
OPPO A3 Pro 5G,E***o,"belum dibuka, karena mau buat kado, semoga berfungsi dengan baik",4.0,"belum dibuka, karena mau buat kado, semoga berfungsi dengan baik",belum dibuka karena mau buat kado semoga berfungsi dengan baik,"['belum', 'dibuka', 'karena', 'mau', 'buat', 'kado', 'semoga', 'berfungsi', 'dengan', 'baik']","['belum', 'buka', 'karena', 'mau', 'buat', 'kado', 'moga', 'fungsi', 'dengan', 'baik']","['buka', 'kado', 'moga', 'fungsi']",Positif
OPPO A3 Pro 5G,A***i,josss👍👍👍,5.0,JOSSS👍👍👍,josss,['josss'],['josss'],[],Positif
OPPO A3 Pro 5G,Angga,"hp nya mantab, yang keren lagi udah ada antigores dan dapet softcase nya..kereen oppo",5.0,"hp nya mantab, yang keren lagi udah ada antigores dan dapet softcase nya..kereen oppo",hp nya mantab yang keren lagi udah ada antigores dan dapet softcase nyakereen oppo,"['hp', 'nya', 'mantab', 'yang', 'keren', 'lagi', 'udah', 'ada', 'antigores', 'dan', 'dapet', 'softcase', 'nyakereen', 'oppo']","['hp', 'nya', 'mantab', 'yang', 'keren', 'lagi', 'udah', 'ada', 'antigores', 'dan', 'dapet', 'softcase', 'nyakereen', 'oppo']","['hp', 'mantab', 'keren', 'udah', 'antigores', 'dapet', 'softcase', 'nyakereen', 'oppo']",Positif
OPPO A3 Pro 5G,paijo,"mantap sangat rekomendasi, apalagi gamers jaminan x1000 pecah 😍",5.0,"Mantap sangat rekomendasi, apalagi gamers jaminan x1000 pecah 😍",mantap sangat rekomendasi apalagi gamers jaminan x pecah ,"['mantap', 'sangat', 'rekomendasi', 'apalagi', 'gamers', 'jaminan', 'x', 'pecah']","['mantap', 'sangat', 'rekomendasi', 'apalagi', 'gamers', 'jamin', 'x', 'pecah']","['mantap', 'rekomendasi', 'gamers', 'jamin', 'pecah']",Positif
